relpath	source	ref	n_lines	prose_p50	prose_p90	width_var	hard_breaks	disposition
udon@cc389f9/v2/.archived/first-pass/greenfield-3b/spec/MARKDOWN.md	git:udon	cc389f9	41	74	79	420.8	0	wrapped
udon@cc389f9/v2/.archived/first-pass/greenfield-3b/spec/TIME-SPEC.md	git:udon	cc389f9	73	67	81	453.2	0	wrapped
udon@cc389f9/v2/.archived/first-pass/greenfield-3b/work/crosscheck.md	git:udon	cc389f9	6	99	160	1646.9	0	mixed
udon@cc389f9/v2/.archived/first-pass/greenfield-3b/work/inventory.md	git:udon	cc389f9	14	59	88	282.1	0	wrapped
udon@cc389f9/v2/.archived/first-pass/greenfield-3b/work/peer-revision.md	git:udon	cc389f9	14	75	81	489.6	0	wrapped
udon@cc389f9/v2/.archived/first-pass/greenfield-3b/work/recognition-traces/00-event-model.md	git:udon	cc389f9	12	75	84	516.6	0	wrapped
udon@cc389f9/v2/.archived/first-pass/greenfield-3b/work/recognition-traces/README.md	git:udon	cc389f9	10	73	80	288.0	3	wrapped
udon@cc389f9/v2/.archived/first-pass/greenfield-3b/work/recognition-traces/expectations.md	git:udon	cc389f9	29	64	84	424.0	7	wrapped
udon@cc389f9/v2/.archived/first-pass/greenfield-pristine/README-FIRST.md	git:udon	cc389f9	45	75	79	319.5	0	wrapped
udon@cc389f9/v2/.archived/first-pass/greenfield-pristine/defining-udon.md	git:udon	cc389f9	28	267	406	9011.9	0	clean
udon@cc389f9/v2/.archived/first-pass/greenfield-pristine/snippets/from-corpus/01-elements-identity.md	git:udon	cc389f9	0	0	0	0	0	too-small
udon@cc389f9/v2/.archived/first-pass/greenfield-pristine/snippets/from-corpus/02-hierarchy.md	git:udon	cc389f9	0	0	0	0	0	too-small
udon@cc389f9/v2/.archived/first-pass/greenfield-pristine/snippets/from-corpus/03-attributes-scan.md	git:udon	cc389f9	0	0	0	0	0	too-small
udon@cc389f9/v2/.archived/first-pass/greenfield-pristine/snippets/from-corpus/04-attribute-values.md	git:udon	cc389f9	0	0	0	0	0	too-small
udon@cc389f9/v2/.archived/first-pass/greenfield-pristine/snippets/from-corpus/05-blobs-ownership-stacking.md	git:udon	cc389f9	0	0	0	0	0	too-small
udon@cc389f9/v2/.archived/first-pass/greenfield-pristine/snippets/from-corpus/06-node-values.md	git:udon	cc389f9	0	0	0	0	0	too-small
udon@cc389f9/v2/.archived/first-pass/greenfield-pristine/snippets/from-corpus/07-prose-dedentation.md	git:udon	cc389f9	0	0	0	0	0	too-small
udon@cc389f9/v2/.archived/first-pass/greenfield-pristine/snippets/from-corpus/08-comments.md	git:udon	cc389f9	0	0	0	0	0	too-small
udon@cc389f9/v2/.archived/first-pass/greenfield-pristine/snippets/from-corpus/09-escape.md	git:udon	cc389f9	0	0	0	0	1	too-small
udon@cc389f9/v2/.archived/first-pass/greenfield-pristine/snippets/from-corpus/10-raw-freeform.md	git:udon	cc389f9	0	0	0	0	0	too-small
udon@cc389f9/v2/.archived/first-pass/greenfield-pristine/snippets/from-corpus/11-dynamics-references.md	git:udon	cc389f9	0	0	0	0	0	too-small
udon@cc389f9/v2/.archived/first-pass/greenfield-pristine/snippets/from-corpus/12-eof-unclosed.md	git:udon	cc389f9	0	0	0	0	0	too-small
udon@cc389f9/v2/.archived/first-pass/greenfield-pristine/snippets/from-spec/CORE.md	git:udon	cc389f9	3	0	0	0	0	too-small
udon@cc389f9/v2/.archived/first-pass/greenfield-pristine/snippets/from-spec/TIME-SPEC.md	git:udon	cc389f9	0	0	0	0	0	too-small
udon@cc389f9/v2/.archived/first-pass/greenfield-pristine/spec/CORE-supplement.md	git:udon	cc389f9	2	0	0	0	0	too-small
udon@cc389f9/v2/.archived/first-pass/greenfield-pristine/spec/CORE.md	git:udon	cc389f9	185	112	359	25901.7	0	mixed
udon@cc389f9/v2/.archived/first-pass/greenfield-pristine/spec/DYNAMICS.md	git:udon	cc389f9	33	69	79	280.7	0	wrapped
udon@cc389f9/v2/.archived/first-pass/greenfield-pristine/spec/MARKDOWN.md	git:udon	cc389f9	41	74	79	420.8	0	wrapped
udon@cc389f9/v2/.archived/first-pass/greenfield-pristine/spec/TIME-SPEC.md	git:udon	cc389f9	73	67	81	453.2	0	wrapped
udon@cc389f9/v2/.archived/first-pass/greenfield/CORE-supplement.md	git:udon	cc389f9	2	0	0	0	0	too-small
udon@cc389f9/v2/.archived/first-pass/greenfield/CORE.md	git:udon	cc389f9	230	85	396	35907.9	0	mixed
udon@cc389f9/v2/.archived/first-pass/greenfield/DYNAMICS.md	git:udon	cc389f9	47	71	79	303.4	0	wrapped
udon@cc389f9/v2/.archived/first-pass/greenfield/EVENTS.md	git:udon	cc389f9	83	75	78	351.9	0	wrapped
udon@cc389f9/v2/.archived/first-pass/greenfield/MARKDOWN.md	git:udon	cc389f9	43	74	79	408.2	0	wrapped
udon@cc389f9/v2/.archived/first-pass/greenfield/TIME-SPEC.md	git:udon	cc389f9	73	67	81	423.2	0	wrapped
udon@cc389f9/v2/.archived/first-pass/greenfield/corpus/01-elements-identity.md	git:udon	cc389f9	3	0	0	0	0	too-small
udon@cc389f9/v2/.archived/first-pass/greenfield/corpus/02-hierarchy.md	git:udon	cc389f9	4	0	0	0	0	too-small
udon@cc389f9/v2/.archived/first-pass/greenfield/corpus/03-attributes-scan.md	git:udon	cc389f9	8	74	79	282.9	0	wrapped
udon@cc389f9/v2/.archived/first-pass/greenfield/corpus/04-attribute-values.md	git:udon	cc389f9	6	70	79	645.6	0	wrapped
udon@cc389f9/v2/.archived/first-pass/greenfield/corpus/05-blobs-ownership-stacking.md	git:udon	cc389f9	4	0	0	0	0	too-small
udon@cc389f9/v2/.archived/first-pass/greenfield/corpus/06-node-values.md	git:udon	cc389f9	5	76	78	194.2	0	wrapped
udon@cc389f9/v2/.archived/first-pass/greenfield/corpus/07-prose-dedentation.md	git:udon	cc389f9	10	76	80	449.1	0	wrapped
udon@cc389f9/v2/.archived/first-pass/greenfield/corpus/08-comments.md	git:udon	cc389f9	7	73	79	306.2	0	wrapped
udon@cc389f9/v2/.archived/first-pass/greenfield/corpus/09-escape.md	git:udon	cc389f9	3	0	0	0	1	too-small
udon@cc389f9/v2/.archived/first-pass/greenfield/corpus/10-raw-freeform.md	git:udon	cc389f9	20	15	54	242.1	0	mixed
udon@cc389f9/v2/.archived/first-pass/greenfield/corpus/11-dynamics-references.md	git:udon	cc389f9	5	55	78	178.8	0	wrapped
udon@cc389f9/v2/.archived/first-pass/greenfield/corpus/12-eof-unclosed.md	git:udon	cc389f9	13	28	78	815.7	0	mixed
udon@cc389f9/v2/.archived/gathering-scratch-subsumed-2026-07-21/README.md	git:udon	cc389f9	7	73	77	420.4	0	wrapped
udon@cc389f9/v2/.archived/gathering-scratch-subsumed-2026-07-21/open-source-file-pass-2-reservoirs-2026-07-21/sources-R1.md	git:udon	cc389f9	57	71	121	1110.6	1	mixed
udon@cc389f9/v2/.archived/gathering-scratch-subsumed-2026-07-21/open-source-file-pass-2-reservoirs-2026-07-21/sources-R2.md	git:udon	cc389f9	84	70	77	332.1	1	wrapped
udon@cc389f9/v2/.archived/gathering-scratch-subsumed-2026-07-21/open-source-file-pass-2-reservoirs-2026-07-21/sources-R3.md	git:udon	cc389f9	32	85	197	3791.1	17	mixed
udon@cc389f9/v2/.archived/gathering-scratch-subsumed-2026-07-21/open-source-file-pass-2026-07-21/MERGED-grok-source-maps.md	git:udon	cc389f9	94	71	87	491.9	23	wrapped
udon@cc389f9/v2/.archived/gathering-scratch-subsumed-2026-07-21/open-source-file-pass-2026-07-21/sources-A.md	git:udon	cc389f9	78	69	77	425.4	0	wrapped
udon@cc389f9/v2/.archived/gathering-scratch-subsumed-2026-07-21/open-source-file-pass-2026-07-21/sources-B.md	git:udon	cc389f9	52	66	79	791.5	9	wrapped
udon@cc389f9/v2/.archived/gathering-scratch-subsumed-2026-07-21/open-source-file-pass-2026-07-21/sources-C.md	git:udon	cc389f9	52	75	166	2054.2	3	mixed
udon@cc389f9/v2/.archived/second-pass/ADM.md	git:udon	cc389f9	93	73	79	422.1	9	wrapped
udon@cc389f9/v2/.archived/second-pass/FIXTURES.md	git:udon	cc389f9	69	71	78	326.7	3	wrapped
udon@cc389f9/v2/.archived/second-pass/GLOSSARY.md	git:udon	cc389f9	17	67	81	325.7	6	wrapped
udon@cc389f9/v2/.archived/second-pass/GRAMMAR.md	git:udon	cc389f9	23	75	143	2536.6	4	mixed
udon@cc389f9/v2/.archived/second-pass/HARNESS.md	git:udon	cc389f9	11	73	79	211.5	14	wrapped
udon@cc389f9/v2/.archived/second-pass/OPEN-ML-STRAWMEN.md	git:udon	cc389f9	2	0	0	0	1	too-small
udon@cc389f9/v2/.archived/second-pass/ORACLE-DELTAS.md	git:udon	cc389f9	2	0	0	0	1	too-small
