cp	hex	char	name	visual_cluster	hybrid_cluster	theory_family	shape_tag	gradient_family	number_system	structured_family	designed_fill	measured_fill	fill_err	packed_density	packed_class	cx	cy	aspect	bbox_w	bbox_h	dhash	braille_bits_cp	braille_bits_grid	braille_match
21586	U+5452	呒	CJK UNIFIED IDEOGRAPH-5452	7	13							0.2193		0.2193	wide	0.4967	0.5077	1.4036	0.8919	0.6354	01aaddab32c60001			
21587	U+5453	呓	CJK UNIFIED IDEOGRAPH-5453	7	13							0.2199		0.2199	wide	0.5142	0.5017	1.4036	0.8919	0.6354	01a65cb932e58001			
21588	U+5454	呔	CJK UNIFIED IDEOGRAPH-5454	7	23							0.1980		0.1980	wide	0.4898	0.5161	1.4762	0.8919	0.6042	0162d5bb32c60001			
21589	U+5455	呕	CJK UNIFIED IDEOGRAPH-5455	7	1							0.2391		0.2391	wide	0.5231	0.5052	1.4512	0.8919	0.6146	01aed5ab56a58001			
21590	U+5456	呖	CJK UNIFIED IDEOGRAPH-5456	51	13							0.2337		0.2337	wide	0.5249	0.4930	1.4036	0.8919	0.6354	014ad5ab51068001			
21591	U+5457	呗	CJK UNIFIED IDEOGRAPH-5457	7	31							0.2221		0.2221	wide	0.5400	0.4856	1.4036	0.8919	0.6354	01ae54a952c70001			
21592	U+5458	员	CJK UNIFIED IDEOGRAPH-5458	35	17							0.1883		0.1883	wide	0.5786	0.5128	1.4462	0.9189	0.6354	0060830469bc0005			
21593	U+5459	呙	CJK UNIFIED IDEOGRAPH-5459	6	25							0.2080		0.2080	wide	0.5716	0.4917	1.2760	0.8108	0.6354	00c1873cdb340001			
21594	U+545A	呚	CJK UNIFIED IDEOGRAPH-545A	7	13							0.2011		0.2011	wide	0.5363	0.4787	1.3378	0.8919	0.6667	01ae5ca932c70001			
21595	U+545B	呛	CJK UNIFIED IDEOGRAPH-545B	7	44							0.2241		0.2241	wide	0.5294	0.5146	1.5021	0.8919	0.5938	01a24cb972e58001			
21596	U+545C	呜	CJK UNIFIED IDEOGRAPH-545C	7	22							0.2148		0.2148	wide	0.4903	0.4936	1.6155	0.8919	0.5521	01a65ca972a40001			
21597	U+545D	呝	CJK UNIFIED IDEOGRAPH-545D	51	5							0.2319		0.2319	wide	0.5298	0.5055	1.5021	0.8919	0.5938	0002d5ab51868001			
21598	U+545E	呞	CJK UNIFIED IDEOGRAPH-545E	7	22							0.2302		0.2302	wide	0.5053	0.4873	1.5568	0.8919	0.5729	012a5cb972e40001			
21599	U+545F	呟	CJK UNIFIED IDEOGRAPH-545F	7	22							0.2202		0.2202	wide	0.5053	0.5124	1.5290	0.8919	0.5833	01a25c9972658001			
21600	U+5460	呠	CJK UNIFIED IDEOGRAPH-5460	7	18							0.2118		0.2118	wide	0.5078	0.4773	1.7474	0.8919	0.5104	0162ddbb53400001			
21601	U+5461	呡	CJK UNIFIED IDEOGRAPH-5461	7	1							0.2492		0.2492	wide	0.5438	0.5057	1.4270	0.8919	0.6250	01cad5ab56a70001			
21602	U+5462	呢	CJK UNIFIED IDEOGRAPH-5462	51	13							0.2365		0.2365	wide	0.5118	0.4862	1.4036	0.8919	0.6354	014ed5ab51860001			
21603	U+5463	呣	CJK UNIFIED IDEOGRAPH-5463	7	40							0.2534		0.2534	wide	0.5071	0.4920	1.6039	0.9189	0.5729	016eddab56a400c1			
21604	U+5464	呤	CJK UNIFIED IDEOGRAPH-5464	7	22							0.2061		0.2061	wide	0.4787	0.4963	1.6155	0.8919	0.5521	0146dd8b56ec0001			
21605	U+5465	呥	CJK UNIFIED IDEOGRAPH-5465	7	17							0.2469		0.2469	wide	0.5281	0.5183	1.4762	0.8919	0.6042	01a25cb952a50001			
21606	U+5466	呦	CJK UNIFIED IDEOGRAPH-5466	51	1							0.2485		0.2485	wide	0.5134	0.5020	1.4228	0.9189	0.6458	014a955a752880e1			
21607	U+5467	呧	CJK UNIFIED IDEOGRAPH-5467	7	5							0.2357		0.2357	wide	0.5307	0.5133	1.5021	0.8919	0.5938	012654a952a50001			
21608	U+5468	周	CJK UNIFIED IDEOGRAPH-5468	18	27							0.2316		0.2316	wide	0.5533	0.4803	1.4887	0.9459	0.6354	01837efd9b200005			
21609	U+5469	呩	CJK UNIFIED IDEOGRAPH-5469	7	23							0.2060		0.2060	wide	0.5085	0.4939	1.4270	0.8919	0.6250	016eddab70868001			
21610	U+546A	呪	CJK UNIFIED IDEOGRAPH-546A	7	31							0.2166		0.2166	wide	0.5327	0.4861	1.4270	0.8919	0.6250	01ae54a972c60001			
21611	U+546B	呫	CJK UNIFIED IDEOGRAPH-546B	7	23							0.2082		0.2082	wide	0.4828	0.5396	1.4762	0.8919	0.6042	0122448952a50001			
21612	U+546C	呬	CJK UNIFIED IDEOGRAPH-546C	51	20							0.2650		0.2650	wide	0.5314	0.5099	1.4512	0.8919	0.6146	01dad5ab56af0001			
21613	U+546D	呭	CJK UNIFIED IDEOGRAPH-546D	7	17							0.2420		0.2420	wide	0.5324	0.5004	1.4512	0.8919	0.6146	012a54a952a58001			
21614	U+546E	呮	CJK UNIFIED IDEOGRAPH-546E	7	17							0.1989		0.1989	wide	0.5378	0.4898	1.4270	0.8919	0.6250	012e5cb972c30001			
21615	U+546F	呯	CJK UNIFIED IDEOGRAPH-546F	7	22							0.2106		0.2106	wide	0.4798	0.4760	1.5856	0.8919	0.5625	012ad5bb762400e9			
21616	U+5470	呰	CJK UNIFIED IDEOGRAPH-5470	3	46							0.2194		0.2194	wide	0.5282	0.5192	1.4826	0.9730	0.6562	0023468e0c180031			
21617	U+5471	呱	CJK UNIFIED IDEOGRAPH-5471	7	1							0.2409		0.2409	wide	0.5082	0.4871	1.4270	0.8919	0.6250	016ed5ab51860001			
21618	U+5472	呲	CJK UNIFIED IDEOGRAPH-5472	51	1							0.2308		0.2308	wide	0.5300	0.5273	1.4036	0.8919	0.6354	01468d5ab56e0001			
21619	U+5473	味	CJK UNIFIED IDEOGRAPH-5473	7	22							0.2213		0.2213	wide	0.4781	0.5109	1.6155	0.8919	0.5521	0162ddab76a40001			
21620	U+5474	呴	CJK UNIFIED IDEOGRAPH-5474	7	17							0.2292		0.2292	wide	0.5158	0.4810	1.4512	0.8919	0.6146	01a65ca972e40001			
21621	U+5475	呵	CJK UNIFIED IDEOGRAPH-5475	7	22							0.2168		0.2168	wide	0.4942	0.4830	1.5856	0.8919	0.5625	01ba54a952e40001			
21622	U+5476	呶	CJK UNIFIED IDEOGRAPH-5476	51	13							0.2566		0.2566	wide	0.5206	0.4987	1.3784	0.9189	0.6667	014a954ab4a600e1			
21623	U+5477	呷	CJK UNIFIED IDEOGRAPH-5477	7	22							0.2364		0.2364	wide	0.5004	0.4782	1.5290	0.8919	0.5833	01ae54a952a40001			
21624	U+5478	呸	CJK UNIFIED IDEOGRAPH-5478	7	23							0.2186		0.2186	wide	0.4828	0.5116	1.4512	0.8919	0.6146	01ae4c9972270001			
21625	U+5479	呹	CJK UNIFIED IDEOGRAPH-5479	7	46							0.2134		0.2134	wide	0.4994	0.4880	1.4703	0.9189	0.6250	012eddab50c700c1			
21626	U+547A	呺	CJK UNIFIED IDEOGRAPH-547A	7	22							0.2200		0.2200	wide	0.4995	0.4823	1.5568	0.8919	0.5729	01ae5cb972640001			
21627	U+547B	呻	CJK UNIFIED IDEOGRAPH-547B	7	22							0.2316		0.2316	wide	0.4836	0.4958	1.6155	0.8919	0.5521	01a254a952a40001			
21628	U+547C	呼	CJK UNIFIED IDEOGRAPH-547C	7	23							0.2156		0.2156	wide	0.4880	0.4898	1.4512	0.8919	0.6146	01ced5bb56258001			
21629	U+547D	命	CJK UNIFIED IDEOGRAPH-547D	62	21							0.1890		0.1890	wide	0.5745	0.5000	1.4370	0.9730	0.6771	001fc4cc99328021			
21630	U+547E	呾	CJK UNIFIED IDEOGRAPH-547E	7	17							0.2299		0.2299	wide	0.5374	0.4999	1.5021	0.8919	0.5938	01ae5cb972670001			
21631	U+547F	呿	CJK UNIFIED IDEOGRAPH-547F	7	22							0.2211		0.2211	wide	0.4930	0.5217	1.5290	0.8919	0.5833	01225ca972e50001			
21632	U+5480	咀	CJK UNIFIED IDEOGRAPH-5480	7	17							0.2358		0.2358	wide	0.5578	0.5044	1.4512	0.8919	0.6146	012e5cb972c78001			
21633	U+5481	咁	CJK UNIFIED IDEOGRAPH-5481	7	31							0.2314		0.2314	wide	0.5618	0.5000	1.3591	0.8919	0.6562	012e5cb972e58001			
21634	U+5482	咂	CJK UNIFIED IDEOGRAPH-5482	51	1							0.2566		0.2566	wide	0.5268	0.5083	1.4270	0.8919	0.6250	01dad5ab56af0001			
21635	U+5483	咃	CJK UNIFIED IDEOGRAPH-5483	51	13							0.2638		0.2638	wide	0.5138	0.5027	1.3591	0.8919	0.6562	014a95cb54ab0001			
21636	U+5484	咄	CJK UNIFIED IDEOGRAPH-5484	7	22							0.2356		0.2356	wide	0.4981	0.5123	1.5856	0.8919	0.5625	014ad5ab56a50001			
21637	U+5485	咅	CJK UNIFIED IDEOGRAPH-5485	3	6							0.2000		0.2000	wide	0.5674	0.5051	1.4189	0.9459	0.6667	000fdd8e0c180021			
21638	U+5486	咆	CJK UNIFIED IDEOGRAPH-5486	7	13							0.2367		0.2367	wide	0.5447	0.4968	1.3591	0.8919	0.6562	01aeddab56a58001			
21639	U+5487	咇	CJK UNIFIED IDEOGRAPH-5487	51	13							0.2219		0.2219	wide	0.5141	0.5205	1.3591	0.8919	0.6562	0146cdab50c60001			
21640	U+5488	咈	CJK UNIFIED IDEOGRAPH-5488	7	13							0.2489		0.2489	wide	0.5407	0.5006	1.3173	0.8919	0.6771	0186ddab52e70001			
21641	U+5489	咉	CJK UNIFIED IDEOGRAPH-5489	7	17							0.2218		0.2218	wide	0.5181	0.4993	1.4762	0.8919	0.6042	0122d5ab50c60001			
21642	U+548A	咊	CJK UNIFIED IDEOGRAPH-548A	7	35							0.2145		0.2145	wide	0.4871	0.4827	1.6466	0.8919	0.5417	01ae54b932a20001			
21643	U+548B	咋	CJK UNIFIED IDEOGRAPH-548B	7	23							0.2025		0.2025	wide	0.4634	0.4687	1.4512	0.8919	0.6146	01a65c8912240001			
21644	U+548C	和	CJK UNIFIED IDEOGRAPH-548C	45	21							0.2094		0.2094	wide	0.5378	0.4817	1.4826	0.9730	0.6562	01f28f1e16cc80e9			
21645	U+548D	咍	CJK UNIFIED IDEOGRAPH-548D	7	44							0.2228		0.2228	wide	0.5279	0.5220	1.4762	0.8919	0.6042	01a24cb932e58001			
21646	U+548E	咎	CJK UNIFIED IDEOGRAPH-548E	3	6							0.2148		0.2148	wide	0.5426	0.5026	1.4189	0.9459	0.6667	004bb5ce6c180071			
21647	U+548F	咏	CJK UNIFIED IDEOGRAPH-548F	51	13							0.2131		0.2131	wide	0.5049	0.4995	1.3378	0.8919	0.6667	01469dbb73068001			
21648	U+5490	咐	CJK UNIFIED IDEOGRAPH-5490	7	13							0.2285		0.2285	wide	0.5306	0.5017	1.3378	0.8919	0.6667	01c6ddab56a50001			
21649	U+5491	咑	CJK UNIFIED IDEOGRAPH-5491	51	13							0.2201		0.2201	wide	0.5467	0.5057	1.3378	0.8919	0.6667	014e9d3a74eb0041			
21650	U+5492	咒	CJK UNIFIED IDEOGRAPH-5492	49	13							0.1868		0.1868	wide	0.4967	0.4590	1.4036	0.8919	0.6354	019326c30e300001			
21651	U+5493	咓	CJK UNIFIED IDEOGRAPH-5493	7	31							0.2321		0.2321	wide	0.5452	0.5073	1.4036	0.8919	0.6354	01ba5c9972e50001			
21652	U+5494	咔	CJK UNIFIED IDEOGRAPH-5494	7	22							0.1942		0.1942	wide	0.4049	0.5013	1.6155	0.8919	0.5521	01a244a912240001			
21653	U+5495	咕	CJK UNIFIED IDEOGRAPH-5495	7	44							0.2171		0.2171	wide	0.4923	0.5278	1.4762	0.8919	0.6042	01a254a972a58001			
21654	U+5496	咖	CJK UNIFIED IDEOGRAPH-5496	51	13							0.2548		0.2548	wide	0.5097	0.5010	1.3378	0.8919	0.6667	015a952a552d8001			
21655	U+5497	咗	CJK UNIFIED IDEOGRAPH-5497	7	22							0.2042		0.2042	wide	0.5065	0.4976	1.5290	0.8919	0.5833	0122ddbb53218001			
21656	U+5498	咘	CJK UNIFIED IDEOGRAPH-5498	7	40							0.2347		0.2347	wide	0.5327	0.5086	1.6155	0.8919	0.5521	0142ddbb36e58001			
21657	U+5499	咙	CJK UNIFIED IDEOGRAPH-5499	7	13							0.2342		0.2342	wide	0.5339	0.4989	1.3378	0.8919	0.6667	01265cb972860001			
21658	U+549A	咚	CJK UNIFIED IDEOGRAPH-549A	7	17							0.2159		0.2159	wide	0.5069	0.4912	1.4762	0.8919	0.6042	01a65c9972e48001			
21659	U+549B	咛	CJK UNIFIED IDEOGRAPH-549B	7	23							0.1982		0.1982	wide	0.4667	0.4861	1.4762	0.8919	0.6042	01c2d5ab56248001			
21660	U+549C	咜	CJK UNIFIED IDEOGRAPH-549C	7	5							0.2090		0.2090	wide	0.5245	0.5063	1.5021	0.8919	0.5938	0162d5bb76ed8001			
21661	U+549D	咝	CJK UNIFIED IDEOGRAPH-549D	51	17							0.2340		0.2340	wide	0.5265	0.5058	1.4512	0.8919	0.6146	014ed5ab74af0001			
21662	U+549E	咞	CJK UNIFIED IDEOGRAPH-549E	7	31							0.2123		0.2123	wide	0.5407	0.4908	1.4270	0.8919	0.6250	013addbb70c30001			
21663	U+549F	咟	CJK UNIFIED IDEOGRAPH-549F	7	31							0.2373		0.2373	wide	0.5382	0.5111	1.4036	0.8919	0.6354	012a4cb972e58001			
21664	U+54A0	咠	CJK UNIFIED IDEOGRAPH-54A0	5	40							0.2399		0.2399	wide	0.5726	0.4981	1.6216	0.9459	0.5833	00c187061de0002d			
21665	U+54A1	咡	CJK UNIFIED IDEOGRAPH-54A1	7	5							0.2326		0.2326	wide	0.5294	0.4972	1.5290	0.8919	0.5833	012a4c9932e50001			
21666	U+54A2	咢	CJK UNIFIED IDEOGRAPH-54A2	41	43							0.2064		0.2064	wide	0.5850	0.4727	1.4887	0.9459	0.6354	0193274b06018011			
21667	U+54A3	咣	CJK UNIFIED IDEOGRAPH-54A3	7	17							0.2248		0.2248	wide	0.5185	0.5131	1.4512	0.8919	0.6146	015ad5bb72e60001			
21668	U+54A4	咤	CJK UNIFIED IDEOGRAPH-54A4	7	35							0.2222		0.2222	wide	0.4770	0.4767	1.6466	0.8919	0.5417	0162d5ab562c0001			
21669	U+54A5	咥	CJK UNIFIED IDEOGRAPH-54A5	7	1							0.2349		0.2349	wide	0.5079	0.5047	1.4512	0.8919	0.6146	013a5cb972e70001			
21670	U+54A6	咦	CJK UNIFIED IDEOGRAPH-54A6	7	1							0.2558		0.2558	wide	0.5152	0.5042	1.4762	0.8919	0.6042	016ad5ab56e60001			
21671	U+54A7	咧	CJK UNIFIED IDEOGRAPH-54A7	51	27							0.2522		0.2522	wide	0.5131	0.4977	1.4703	0.9189	0.6250	0152954b34e600c1			
21672	U+54A8	咨	CJK UNIFIED IDEOGRAPH-54A8	3	6							0.2095		0.2095	wide	0.5594	0.5100	1.4189	0.9459	0.6667	010fb73988180091			
21673	U+54A9	咩	CJK UNIFIED IDEOGRAPH-54A9	7	23							0.2153		0.2153	wide	0.4799	0.4857	1.4762	0.8919	0.6042	01ceddbb76a40001			
21674	U+54AA	咪	CJK UNIFIED IDEOGRAPH-54AA	51	22							0.2181		0.2181	wide	0.5107	0.4791	1.5568	0.8919	0.5729	015ad5bb70820001			
21675	U+54AB	咫	CJK UNIFIED IDEOGRAPH-54AB	18	5							0.2103		0.2103	wide	0.5105	0.4868	1.5312	0.9730	0.6354	019b36ad33a1800d			
21676	U+54AC	咬	CJK UNIFIED IDEOGRAPH-54AC	51	17							0.2197		0.2197	wide	0.5180	0.5012	1.4762	0.8919	0.6042	0146ddbb34e70001			
21677	U+54AD	咭	CJK UNIFIED IDEOGRAPH-54AD	7	44							0.2347		0.2347	wide	0.5047	0.5185	1.4762	0.8919	0.6042	01a254b972e58001			
21678	U+54AE	咮	CJK UNIFIED IDEOGRAPH-54AE	7	17							0.2233		0.2233	wide	0.5241	0.4736	1.5021	0.8919	0.5938	012e5ca972860001			
21679	U+54AF	咯	CJK UNIFIED IDEOGRAPH-54AF	7	13							0.2415		0.2415	wide	0.5374	0.5112	1.3378	0.8919	0.6667	01a6ddbb76e58001			
21680	U+54B0	咰	CJK UNIFIED IDEOGRAPH-54B0	7	17							0.2413		0.2413	wide	0.5317	0.4779	1.4762	0.8919	0.6042	012e54b972e40001			
21681	U+54B1	咱	CJK UNIFIED IDEOGRAPH-54B1	7	44							0.2435		0.2435	wide	0.5405	0.5274	1.5021	0.8919	0.5938	00025cb952a58001			
21682	U+54B2	咲	CJK UNIFIED IDEOGRAPH-54B2	7	13							0.2089		0.2089	wide	0.5026	0.4849	1.3591	0.8919	0.6562	01ae5cb952c30001			
21683	U+54B3	咳	CJK UNIFIED IDEOGRAPH-54B3	7	17							0.2325		0.2325	wide	0.5188	0.5121	1.4762	0.8919	0.6042	0162ddbb72230001			
21684	U+54B4	咴	CJK UNIFIED IDEOGRAPH-54B4	51	13							0.2283		0.2283	wide	0.5403	0.4936	1.3378	0.8919	0.6667	0146ddbb56498001			
21685	U+54B5	咵	CJK UNIFIED IDEOGRAPH-54B5	7	22							0.2299		0.2299	wide	0.5026	0.4883	1.6155	0.8919	0.5521	01c2ddab76e40001			
21686	U+54B6	咶	CJK UNIFIED IDEOGRAPH-54B6	7	44							0.2307		0.2307	wide	0.5175	0.5167	1.4762	0.8919	0.6042	01a65ca972e58001			
21687	U+54B7	咷	CJK UNIFIED IDEOGRAPH-54B7	51	13							0.2329		0.2329	wide	0.5434	0.4968	1.3591	0.8919	0.6562	0146d5bb70c70001			
21688	U+54B8	咸	CJK UNIFIED IDEOGRAPH-54B8	18	35							0.2266		0.2266	wide	0.5422	0.5298	1.7297	0.9730	0.5625	0003068d72e1800d			
21689	U+54B9	咹	CJK UNIFIED IDEOGRAPH-54B9	51	17							0.2267		0.2267	wide	0.5277	0.4993	1.4762	0.8919	0.6042	0142d5ab70c70001			
21690	U+54BA	咺	CJK UNIFIED IDEOGRAPH-54BA	7	17							0.2360		0.2360	wide	0.5287	0.5089	1.4512	0.8919	0.6146	012e5cb972650001			
21691	U+54BB	咻	CJK UNIFIED IDEOGRAPH-54BB	51	13							0.2443		0.2443	wide	0.5244	0.5056	1.3378	0.8919	0.6667	01ce95eb54a90001			
21692	U+54BC	咼	CJK UNIFIED IDEOGRAPH-54BC	35	31							0.2206		0.2206	wide	0.5545	0.4969	1.3611	0.8649	0.6354	00c19f3d93200001			
21693	U+54BD	咽	CJK UNIFIED IDEOGRAPH-54BD	51	1							0.2706		0.2706	wide	0.5311	0.5119	1.4036	0.8919	0.6354	015ad5ab56af0001			
21694	U+54BE	咾	CJK UNIFIED IDEOGRAPH-54BE	7	22							0.2334		0.2334	wide	0.4999	0.5080	1.5290	0.8919	0.5833	0122ddbb76648001			
21695	U+54BF	咿	CJK UNIFIED IDEOGRAPH-54BF	51	13							0.2384		0.2384	wide	0.5262	0.5059	1.3591	0.8919	0.6562	014e95eb54ad0001			
21696	U+54C0	哀	CJK UNIFIED IDEOGRAPH-54C0	58	21							0.2110		0.2110	wide	0.5748	0.5057	1.4595	0.9730	0.6667	000b9b07b4cc0049			
21697	U+54C1	品	CJK UNIFIED IDEOGRAPH-54C1	12	44							0.2078		0.2078	wide	0.5354	0.5403	1.4270	0.8919	0.6250	0060810891220001			
21698	U+54C2	哂	CJK UNIFIED IDEOGRAPH-54C2	51	1							0.2634		0.2634	wide	0.5321	0.5150	1.4036	0.8919	0.6354	015a9dab54af0001			
21699	U+54C3	哃	CJK UNIFIED IDEOGRAPH-54C3	51	1							0.2552		0.2552	wide	0.5251	0.5042	1.4036	0.8919	0.6354	014ad5ab56ad0001			
21700	U+54C4	哄	CJK UNIFIED IDEOGRAPH-54C4	7	13							0.2160		0.2160	wide	0.5297	0.5039	1.3591	0.8919	0.6562	01c6ddbb76e70001			
21701	U+54C5	哅	CJK UNIFIED IDEOGRAPH-54C5	7	17							0.2477		0.2477	wide	0.5331	0.4903	1.4512	0.8919	0.6146	014ed5bb56a40001			
21702	U+54C6	哆	CJK UNIFIED IDEOGRAPH-54C6	7	17							0.2252		0.2252	wide	0.5167	0.5043	1.4762	0.8919	0.6042	01a65cb972a70001			
21703	U+54C7	哇	CJK UNIFIED IDEOGRAPH-54C7	7	22							0.2235		0.2235	wide	0.4820	0.5161	1.5021	0.8919	0.5938	01a25ca972e70001			
21704	U+54C8	哈	CJK UNIFIED IDEOGRAPH-54C8	7	44							0.2212		0.2212	wide	0.5181	0.5162	1.4762	0.8919	0.6042	0162dd9b76a50001			
21705	U+54C9	哉	CJK UNIFIED IDEOGRAPH-54C9	12	2							0.2306		0.2306	wide	0.5438	0.5131	1.4414	0.9459	0.6562	0063c58c58b38021			
21706	U+54CA	哊	CJK UNIFIED IDEOGRAPH-54CA	7	17							0.2391		0.2391	wide	0.5354	0.5024	1.4762	0.8919	0.6042	01a25cb932648001			
21707	U+54CB	哋	CJK UNIFIED IDEOGRAPH-54CB	51	8							0.2615		0.2615	wide	0.4757	0.5053	1.5477	0.9189	0.5938	0152a54a95ac00c1			
21708	U+54CC	哌	CJK UNIFIED IDEOGRAPH-54CC	51	17							0.2274		0.2274	wide	0.5047	0.4902	1.4762	0.8919	0.6042	0146d5ab510680c1			
21709	U+54CD	响	CJK UNIFIED IDEOGRAPH-54CD	51	17							0.2470		0.2470	wide	0.5195	0.5168	1.4762	0.8919	0.6042	0142d5ab56af0001			
21710	U+54CE	哎	CJK UNIFIED IDEOGRAPH-54CE	7	13							0.2037		0.2037	wide	0.5170	0.4862	1.3591	0.8919	0.6562	01c6ddab70e70001			
21711	U+54CF	哏	CJK UNIFIED IDEOGRAPH-54CF	7	27							0.2441		0.2441	wide	0.5199	0.5022	1.4703	0.9189	0.6250	012ed5ab56a500c1			
21712	U+54D0	哐	CJK UNIFIED IDEOGRAPH-54D0	51	1							0.2493		0.2493	wide	0.5150	0.5057	1.4512	0.8919	0.6146	015ad5ab56ad0001			
21713	U+54D1	哑	CJK UNIFIED IDEOGRAPH-54D1	51	5							0.2453		0.2453	wide	0.4958	0.5147	1.5210	0.9189	0.6042	015a9d8b54ee80e1			
21714	U+54D2	哒	CJK UNIFIED IDEOGRAPH-54D2	51	13							0.2198		0.2198	wide	0.5129	0.4999	1.3810	0.8919	0.6458	015a9daa50868001			
21715	U+54D3	哓	CJK UNIFIED IDEOGRAPH-54D3	51	13							0.2334		0.2334	wide	0.5236	0.4994	1.3378	0.8919	0.6667	0146ddbb70c70001			
21716	U+54D4	哔	CJK UNIFIED IDEOGRAPH-54D4	7	23							0.2218		0.2218	wide	0.4904	0.4786	1.4762	0.8919	0.6042	014ad5ab56ac0001			
21717	U+54D5	哕	CJK UNIFIED IDEOGRAPH-54D5	7	31							0.2133		0.2133	wide	0.5209	0.4949	1.4270	0.8919	0.6250	012a54b972070001			
21718	U+54D6	哖	CJK UNIFIED IDEOGRAPH-54D6	7	17							0.2192		0.2192	wide	0.5164	0.4868	1.4512	0.8919	0.6146	0166dd9b76e40001			
21719	U+54D7	哗	CJK UNIFIED IDEOGRAPH-54D7	7	1							0.2241		0.2241	wide	0.4957	0.4770	1.4512	0.8919	0.6146	01ced5bb76ac0001			
21720	U+54D8	哘	CJK UNIFIED IDEOGRAPH-54D8	7	13							0.2134		0.2134	wide	0.5327	0.5063	1.3378	0.8919	0.6667	014ed59b76ed8041			
21721	U+54D9	哙	CJK UNIFIED IDEOGRAPH-54D9	7	5							0.2221		0.2221	wide	0.5142	0.5173	1.5021	0.8919	0.5938	01225cb972e58001			
21722	U+54DA	哚	CJK UNIFIED IDEOGRAPH-54DA	7	17							0.2232		0.2232	wide	0.5198	0.4868	1.5021	0.8919	0.5938	01e6ddab72860001			
21723	U+54DB	哛	CJK UNIFIED IDEOGRAPH-54DB	12	46							0.2188		0.2188	wide	0.5314	0.4984	1.4826	0.9730	0.6562	01b66edf17318011			
21724	U+54DC	哜	CJK UNIFIED IDEOGRAPH-54DC	51	17							0.2079		0.2079	wide	0.5269	0.4971	1.4762	0.8919	0.6042	0142ddbb70c60001			
21725	U+54DD	哝	CJK UNIFIED IDEOGRAPH-54DD	7	17							0.2363		0.2363	wide	0.5135	0.5147	1.4762	0.8919	0.6042	01a254a972658001			
21726	U+54DE	哞	CJK UNIFIED IDEOGRAPH-54DE	7	17							0.2269		0.2269	wide	0.5115	0.4895	1.4762	0.8919	0.6042	0186ddbb56a40001			
21727	U+54DF	哟	CJK UNIFIED IDEOGRAPH-54DF	51	1							0.2315		0.2315	wide	0.5089	0.5012	1.4462	0.9189	0.6354	014ab55ad4ee00c1			
21728	U+54E0	哠	CJK UNIFIED IDEOGRAPH-54E0	7	31							0.2358		0.2358	wide	0.5376	0.5060	1.4036	0.8919	0.6354	012e54a972e58041			
21729	U+54E1	員	CJK UNIFIED IDEOGRAPH-54E1	5	6							0.2296		0.2296	wide	0.5693	0.5089	1.4462	0.9189	0.6354	00c182040b300005			
21730	U+54E2	哢	CJK UNIFIED IDEOGRAPH-54E2	51	31							0.2321		0.2321	wide	0.5394	0.4989	1.4036	0.8919	0.6354	015addbb70c70001			
21731	U+54E3	哣	CJK UNIFIED IDEOGRAPH-54E3	7	17							0.2338		0.2338	wide	0.5222	0.5108	1.4762	0.8919	0.6042	01aa5cb972670001			
21732	U+54E4	哤	CJK UNIFIED IDEOGRAPH-54E4	51	13							0.2560		0.2560	wide	0.5170	0.4939	1.3784	0.9189	0.6667	000a95ab54868061			
21733	U+54E5	哥	CJK UNIFIED IDEOGRAPH-54E5	5	35							0.2098		0.2098	wide	0.5936	0.4716	1.7134	0.9459	0.5521	01838f1e2c588031			
21734	U+54E6	哦	CJK UNIFIED IDEOGRAPH-54E6	51	1							0.2671		0.2671	wide	0.5544	0.5094	1.4036	0.8919	0.6354	014e9dbb74ef8001			
21735	U+54E7	哧	CJK UNIFIED IDEOGRAPH-54E7	51	17							0.2333		0.2333	wide	0.5293	0.5067	1.4762	0.8919	0.6042	01c295bb51670001			
21736	U+54E8	哨	CJK UNIFIED IDEOGRAPH-54E8	7	31							0.2414		0.2414	wide	0.5428	0.5128	1.4036	0.8919	0.6354	001a5cb972e50001			
21737	U+54E9	哩	CJK UNIFIED IDEOGRAPH-54E9	7	1							0.2609		0.2609	wide	0.5291	0.4986	1.4512	0.8919	0.6146	012ed5ab76a70001			
21738	U+54EA	哪	CJK UNIFIED IDEOGRAPH-54EA	51	1							0.2691		0.2691	wide	0.5326	0.5044	1.4270	0.8919	0.6250	0156956ad52580c1			
21739	U+54EB	哫	CJK UNIFIED IDEOGRAPH-54EB	7	31							0.2355		0.2355	wide	0.5399	0.4980	1.4036	0.8919	0.6354	01aed5bb52860001			
21740	U+54EC	哬	CJK UNIFIED IDEOGRAPH-54EC	51	13							0.2532		0.2532	wide	0.4935	0.4993	1.4003	0.9189	0.6562	014e95ab54ad00c1			
21741	U+54ED	哭	CJK UNIFIED IDEOGRAPH-54ED	6	5							0.1997		0.1997	wide	0.5522	0.4889	1.5135	0.9459	0.6250	0193265cef300005			
21742	U+54EE	哮	CJK UNIFIED IDEOGRAPH-54EE	7	17							0.2407		0.2407	wide	0.5062	0.4996	1.4762	0.8919	0.6042	01aeddbb56a48001			
21743	U+54EF	哯	CJK UNIFIED IDEOGRAPH-54EF	7	31							0.2411		0.2411	wide	0.5475	0.4842	1.4036	0.8919	0.6354	01ae54a952c70001			
21744	U+54F0	哰	CJK UNIFIED IDEOGRAPH-54F0	7	22							0.2223		0.2223	wide	0.4938	0.4879	1.6155	0.8919	0.5521	0142d5bb56ac0001			
