cp	hex	char	block	preferred	used_face	n_fonts	preferred_has_native	alt_fonts
44897	U+AF61	꽡	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44898	U+AF62	꽢	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44899	U+AF63	꽣	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44900	U+AF64	꽤	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44901	U+AF65	꽥	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44902	U+AF66	꽦	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44903	U+AF67	꽧	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44904	U+AF68	꽨	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44905	U+AF69	꽩	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44906	U+AF6A	꽪	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44907	U+AF6B	꽫	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44908	U+AF6C	꽬	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44909	U+AF6D	꽭	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44910	U+AF6E	꽮	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44911	U+AF6F	꽯	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44912	U+AF70	꽰	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44913	U+AF71	꽱	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44914	U+AF72	꽲	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44915	U+AF73	꽳	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44916	U+AF74	꽴	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44917	U+AF75	꽵	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44918	U+AF76	꽶	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44919	U+AF77	꽷	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44920	U+AF78	꽸	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44921	U+AF79	꽹	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44922	U+AF7A	꽺	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44923	U+AF7B	꽻	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44924	U+AF7C	꽼	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44925	U+AF7D	꽽	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44926	U+AF7E	꽾	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44927	U+AF7F	꽿	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44928	U+AF80	꾀	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44929	U+AF81	꾁	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44930	U+AF82	꾂	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44931	U+AF83	꾃	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44932	U+AF84	꾄	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44933	U+AF85	꾅	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44934	U+AF86	꾆	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44935	U+AF87	꾇	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44936	U+AF88	꾈	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44937	U+AF89	꾉	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44938	U+AF8A	꾊	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44939	U+AF8B	꾋	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44940	U+AF8C	꾌	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44941	U+AF8D	꾍	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44942	U+AF8E	꾎	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44943	U+AF8F	꾏	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44944	U+AF90	꾐	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44945	U+AF91	꾑	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44946	U+AF92	꾒	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44947	U+AF93	꾓	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44948	U+AF94	꾔	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44949	U+AF95	꾕	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44950	U+AF96	꾖	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44951	U+AF97	꾗	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44952	U+AF98	꾘	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44953	U+AF99	꾙	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44954	U+AF9A	꾚	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44955	U+AF9B	꾛	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44956	U+AF9C	꾜	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44957	U+AF9D	꾝	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44958	U+AF9E	꾞	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44959	U+AF9F	꾟	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44960	U+AFA0	꾠	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44961	U+AFA1	꾡	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44962	U+AFA2	꾢	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44963	U+AFA3	꾣	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44964	U+AFA4	꾤	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44965	U+AFA5	꾥	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44966	U+AFA6	꾦	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44967	U+AFA7	꾧	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44968	U+AFA8	꾨	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44969	U+AFA9	꾩	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44970	U+AFAA	꾪	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44971	U+AFAB	꾫	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44972	U+AFAC	꾬	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44973	U+AFAD	꾭	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44974	U+AFAE	꾮	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44975	U+AFAF	꾯	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44976	U+AFB0	꾰	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44977	U+AFB1	꾱	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44978	U+AFB2	꾲	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44979	U+AFB3	꾳	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44980	U+AFB4	꾴	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44981	U+AFB5	꾵	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44982	U+AFB6	꾶	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44983	U+AFB7	꾷	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44984	U+AFB8	꾸	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44985	U+AFB9	꾹	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44986	U+AFBA	꾺	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44987	U+AFBB	꾻	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44988	U+AFBC	꾼	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44989	U+AFBD	꾽	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44990	U+AFBE	꾾	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44991	U+AFBF	꾿	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44992	U+AFC0	꿀	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44993	U+AFC1	꿁	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44994	U+AFC2	꿂	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44995	U+AFC3	꿃	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44996	U+AFC4	꿄	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44997	U+AFC5	꿅	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44998	U+AFC6	꿆	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
44999	U+AFC7	꿇	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45000	U+AFC8	꿈	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45001	U+AFC9	꿉	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45002	U+AFCA	꿊	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45003	U+AFCB	꿋	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45004	U+AFCC	꿌	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45005	U+AFCD	꿍	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45006	U+AFCE	꿎	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45007	U+AFCF	꿏	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45008	U+AFD0	꿐	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45009	U+AFD1	꿑	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45010	U+AFD2	꿒	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45011	U+AFD3	꿓	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45012	U+AFD4	꿔	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45013	U+AFD5	꿕	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45014	U+AFD6	꿖	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45015	U+AFD7	꿗	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45016	U+AFD8	꿘	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45017	U+AFD9	꿙	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45018	U+AFDA	꿚	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45019	U+AFDB	꿛	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45020	U+AFDC	꿜	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45021	U+AFDD	꿝	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45022	U+AFDE	꿞	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45023	U+AFDF	꿟	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45024	U+AFE0	꿠	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45025	U+AFE1	꿡	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45026	U+AFE2	꿢	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45027	U+AFE3	꿣	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45028	U+AFE4	꿤	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45029	U+AFE5	꿥	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45030	U+AFE6	꿦	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45031	U+AFE7	꿧	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45032	U+AFE8	꿨	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45033	U+AFE9	꿩	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45034	U+AFEA	꿪	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45035	U+AFEB	꿫	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45036	U+AFEC	꿬	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45037	U+AFED	꿭	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45038	U+AFEE	꿮	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45039	U+AFEF	꿯	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45040	U+AFF0	꿰	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45041	U+AFF1	꿱	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45042	U+AFF2	꿲	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45043	U+AFF3	꿳	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45044	U+AFF4	꿴	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45045	U+AFF5	꿵	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45046	U+AFF6	꿶	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45047	U+AFF7	꿷	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45048	U+AFF8	꿸	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45049	U+AFF9	꿹	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45050	U+AFFA	꿺	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45051	U+AFFB	꿻	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45052	U+AFFC	꿼	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45053	U+AFFD	꿽	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45054	U+AFFE	꿾	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45055	U+AFFF	꿿	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45056	U+B000	뀀	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45057	U+B001	뀁	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45058	U+B002	뀂	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45059	U+B003	뀃	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45060	U+B004	뀄	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45061	U+B005	뀅	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45062	U+B006	뀆	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45063	U+B007	뀇	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45064	U+B008	뀈	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45065	U+B009	뀉	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45066	U+B00A	뀊	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45067	U+B00B	뀋	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45068	U+B00C	뀌	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45069	U+B00D	뀍	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45070	U+B00E	뀎	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45071	U+B00F	뀏	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45072	U+B010	뀐	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45073	U+B011	뀑	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45074	U+B012	뀒	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45075	U+B013	뀓	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45076	U+B014	뀔	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45077	U+B015	뀕	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45078	U+B016	뀖	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45079	U+B017	뀗	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45080	U+B018	뀘	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45081	U+B019	뀙	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45082	U+B01A	뀚	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45083	U+B01B	뀛	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45084	U+B01C	뀜	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45085	U+B01D	뀝	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45086	U+B01E	뀞	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45087	U+B01F	뀟	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45088	U+B020	뀠	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45089	U+B021	뀡	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45090	U+B022	뀢	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45091	U+B023	뀣	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45092	U+B024	뀤	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45093	U+B025	뀥	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45094	U+B026	뀦	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45095	U+B027	뀧	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45096	U+B028	뀨	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45097	U+B029	뀩	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45098	U+B02A	뀪	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45099	U+B02B	뀫	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45100	U+B02C	뀬	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45101	U+B02D	뀭	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45102	U+B02E	뀮	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45103	U+B02F	뀯	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45104	U+B030	뀰	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45105	U+B031	뀱	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45106	U+B032	뀲	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45107	U+B033	뀳	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45108	U+B034	뀴	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45109	U+B035	뀵	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45110	U+B036	뀶	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45111	U+B037	뀷	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45112	U+B038	뀸	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45113	U+B039	뀹	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45114	U+B03A	뀺	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45115	U+B03B	뀻	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45116	U+B03C	뀼	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45117	U+B03D	뀽	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45118	U+B03E	뀾	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45119	U+B03F	뀿	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45120	U+B040	끀	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45121	U+B041	끁	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45122	U+B042	끂	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45123	U+B043	끃	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45124	U+B044	끄	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45125	U+B045	끅	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45126	U+B046	끆	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45127	U+B047	끇	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45128	U+B048	끈	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45129	U+B049	끉	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45130	U+B04A	끊	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45131	U+B04B	끋	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45132	U+B04C	끌	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45133	U+B04D	끍	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45134	U+B04E	끎	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45135	U+B04F	끏	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45136	U+B050	끐	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45137	U+B051	끑	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45138	U+B052	끒	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45139	U+B053	끓	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45140	U+B054	끔	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45141	U+B055	끕	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45142	U+B056	끖	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45143	U+B057	끗	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45144	U+B058	끘	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45145	U+B059	끙	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45146	U+B05A	끚	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45147	U+B05B	끛	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45148	U+B05C	끜	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45149	U+B05D	끝	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45150	U+B05E	끞	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45151	U+B05F	끟	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45152	U+B060	끠	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45153	U+B061	끡	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
45154	U+B062	끢	Hangul Syllables	Arial Unicode MS	Arial Unicode MS	2	yes	AppleGothic
